,city,lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,goderich,43.7501,-81.7165,22.89,83,0,2.06,CA,1627220090
275,vila velha,-20.3297,-40.2925,22.97,68,75,1.54,BR,1627220091
276,rabo de peixe,37.8,-25.5833,20.73,88,40,5.66,PT,1627220091
277,soyo,-6.1349,12.3689,27.03,73,35,4.34,AO,1627220060
278,cayenne,4.9333,-52.3333,28.94,81,0,0.45,GF,1627219804
279,saldanha,-33.0117,17.9442,23.03,44,100,8.83,ZA,1627220093
280,santa ines,-3.6667,-45.38,30.93,41,90,4.08,BR,1627220094
281,hasaki,35.7333,140.8333,25.22,80,0,5.62,JP,1627220095
282,slave lake,55.2834,-114.769,14.99,67,1,2.06,CA,1627220095
283,christchurch,-43.5333,172.6333,11.67,78,98,1.79,NZ,1627219816
284,kibakwe,-6.7167,36.3667,21.69,41,91,2.44,TZ,1627220097
285,luderitz,-26.6481,15.1594,22.68,26,34,3.01,NA,1627220098
286,san andres,12.5847,-81.7006,28.01,83,90,5.66,CO,1627220099
287,pangnirtung,66.1451,-65.7125,10.09,86,100,2.18,CA,1627220100
288,san quintin,30.4833,-115.95,19.83,86,100,2.15,MX,1627220100
289,union,40.6334,-74.2663,23.57,89,90,2.06,US,1627220101
290,dudinka,69.4058,86.1778,13.95,71,78,3.09,RU,1627220103
291,florida,28.7505,-82.5001,28.38,79,1,0.45,US,1627220104
292,madikeri,12.4167,75.7333,18.12,97,98,1.8,IN,1627220105
293,esperance,-33.8667,121.9,12.91,75,0,8.72,AU,1627220015
294,takoradi,4.8845,-1.7554,26.85,65,67,5.56,GH,1627220106
295,lokomotivnyy,53.0118,60.5684,20.37,53,3,5.16,RU,1627220107
296,khash,28.2211,61.2158,36.99,8,84,5.56,IR,1627220107
297,mogok,22.9167,96.5,19.05,99,97,1.16,MM,1627220108
298,mikkeli,61.6886,27.2723,24.06,46,0,2.06,FI,1627220109
299,jiuquan,39.7432,98.5174,25.83,37,84,3.75,CN,1627220110
300,betafo,-19.8333,46.85,11.07,86,76,3.47,MG,1627220111
301,aitape,-3.1374,142.3475,23.67,89,99,2.85,PG,1627220111
302,alofi,-19.0595,-169.9187,20.94,94,7,1.03,NU,1627220112
303,yulara,-25.2406,130.9889,15.91,36,100,2.57,AU,1627220113
304,kvarkeno,52.0833,59.725,22.31,48,74,2.75,RU,1627220114
305,salinopolis,-0.6136,-47.3561,29.31,63,14,3.63,BR,1627220115
306,chunhuhub,19.55,-88.6833,28.04,68,50,0.77,MX,1627220116
307,dunedin,-45.8742,170.5036,10.45,68,100,6.71,NZ,1627220057
308,nioro,13.35,-15.75,30.44,58,100,3.19,GM,1627220117
309,upernavik,72.7868,-56.1549,5.33,81,83,1.79,GL,1627220118
310,airai,-8.9266,125.4092,13.25,60,8,1.42,TL,1627220013
311,balkanabat,39.5108,54.3671,35.93,41,0,5.83,TM,1627220119
312,syumsi,57.1111,51.6149,17.29,50,84,2.37,RU,1627220120
313,loukhi,66.0764,33.0381,18.86,40,69,4.35,RU,1627220120
314,baruun-urt,46.6806,113.2792,19.81,53,100,7.44,MN,1627220121
315,miraflores,19.2167,-98.8083,15.57,72,6,0.88,MX,1627220122
316,gunjur,13.2019,-16.7339,31.04,66,40,4.12,GM,1627220123
317,wajima,37.4,136.9,26.2,82,1,2.18,JP,1627220123
318,buala,-8.145,159.5921,26.29,83,87,3.03,SB,1627220124
319,acari,-15.4311,-74.6158,19.62,65,85,1.96,PE,1627220125
320,banfora,10.6333,-4.7667,29.86,58,89,3.35,BF,1627220126
321,mandera,3.9366,41.867,30.14,34,100,9.36,KE,1627220126
322,tshikapa,-6.4167,20.8,35.47,17,11,3.46,CD,1627220127
323,juneau,58.3019,-134.4197,13.25,95,75,0.0,US,1627219920
324,sidney,-33.8679,151.2073,10.73,60,0,0.45,AU,1627220035
325,edd,13.9297,41.6925,32.66,52,100,3.37,ER,1627220129
326,cockburn town,21.4612,-71.1419,27.78,80,6,5.17,TC,1627220103
327,kizukuri,40.8061,140.3861,24.41,85,9,2.65,JP,1627220131
328,vung tau,10.346,107.0843,27.42,78,84,7.86,VN,1627220131
329,mahon,39.8885,4.2658,28.31,61,0,7.2,ES,1627220132
330,biltine,14.5333,20.9167,30.17,55,25,6.12,TD,1627220133
331,ishigaki,24.3448,124.1572,29.15,88,100,6.99,JP,1627220134
332,morant bay,17.8815,-76.4093,29.81,67,22,2.21,JM,1627220135
333,raduzhnyy,62.0961,77.475,19.25,85,100,2.2,RU,1627220135
334,san patricio,28.017,-97.5169,29.37,74,4,3.25,US,1627220136
335,hulan ergi,47.2042,123.6333,20.98,96,100,3.56,CN,1627220137
336,thayetmyo,19.3167,95.1833,27.05,77,100,2.46,MM,1627220138
337,acapulco,16.8634,-99.8901,26.9,89,40,2.06,MX,1627220100
338,port shepstone,-30.7414,30.455,18.33,65,0,9.78,ZA,1627220140
339,tautira,-17.7333,-149.15,22.01,69,5,4.11,PF,1627220141
340,la libertad,-2.2333,-80.9,21.81,88,90,3.6,EC,1627220141
341,raymond,43.9015,-70.4703,19.45,94,100,4.58,US,1627220142
342,road town,18.4167,-64.6167,29.02,84,20,5.66,VG,1627219853
343,yar-sale,66.8333,70.8333,14.01,58,100,8.12,RU,1627220144
344,iwanai,42.9744,140.5089,21.53,96,15,2.61,JP,1627220144
345,eseka,3.65,10.7667,24.51,92,91,2.45,CM,1627220145
346,chiredzi,-21.05,31.6667,21.5,27,10,4.03,ZW,1627220146
347,tigil,57.8,158.6667,12.56,95,92,2.15,RU,1627220147
348,avera,33.194,-82.5271,25.95,63,97,1.28,US,1627220147
349,muzhi,65.3667,64.6667,13.89,55,84,3.11,RU,1627220148
350,komsomolskiy,40.4272,71.7189,39.4,15,0,3.09,UZ,1627220149
351,chapais,49.7834,-74.8492,15.88,76,78,4.16,CA,1627220151
352,biak,-0.9131,122.8766,24.16,83,77,2.66,ID,1627220151
353,darhan,49.4867,105.9228,17.97,67,100,1.84,MN,1627220152
354,daru,-9.0763,143.2092,25.16,83,87,6.48,PG,1627220153
355,onokhoy,51.932,108.0747,21.86,65,30,1.51,RU,1627220154
356,leh,34.1667,77.5833,26.29,29,97,2.52,IN,1627220154
357,banda aceh,5.5577,95.3222,27.5,81,99,4.29,ID,1627220155
358,alyangula,-13.8483,136.4192,17.93,88,91,0.0,AU,1627220156
359,sorland,67.667,12.6934,15.04,82,0,4.0,NO,1627220157
360,fort nelson,58.8053,-122.7002,11.77,82,75,2.57,CA,1627220158
361,boyolangu,-8.1181,111.8935,22.54,87,39,0.93,ID,1627220158
362,datong,40.0936,113.2914,25.79,52,97,2.82,CN,1627220159
363,vila franca do campo,37.7167,-25.4333,21.23,69,69,2.93,PT,1627220160
364,akureyri,65.6835,-18.0878,14.96,51,20,6.17,IS,1627220123
365,ulladulla,-35.35,150.4667,11.5,63,100,8.94,AU,1627220161
366,ust-barguzin,53.45,108.9833,14.76,77,62,1.28,RU,1627220162
367,pampierstad,-27.7832,24.6877,17.22,16,0,3.34,ZA,1627220163
368,zyryanovsk,49.7386,84.2719,23.39,57,2,0.99,KZ,1627220164
369,cooma,-36.2333,149.1333,3.87,75,100,6.69,AU,1627220164
370,sfantu gheorghe,45.8667,25.7833,26.57,48,78,2.46,RO,1627220165
371,carballo,43.213,-8.691,22.68,75,71,3.21,ES,1627220166
372,shimoda,34.6667,138.95,27.06,85,1,3.28,JP,1627220167
373,novonukutskiy,53.7002,102.7117,19.78,58,70,1.27,RU,1627220168
374,reguengos de monsaraz,38.4253,-7.5349,30.42,38,46,6.99,PT,1627220168
375,ocean city,39.2776,-74.5746,24.14,80,100,5.36,US,1627220169
376,qinhuangdao,39.9317,119.5883,24.26,88,7,1.49,CN,1627220170
377,muskegon,43.3,-86.1334,24.93,83,1,1.54,US,1627220172
378,kargasok,59.0556,80.8572,23.74,61,16,3.61,RU,1627220172
379,auki,-8.7676,160.7034,25.24,84,87,1.55,SB,1627220173
380,kayseri,38.737,35.4968,29.01,30,20,4.12,TR,1627220174
381,quanzhou,24.9139,118.5858,31.97,83,98,2.64,CN,1627220175
382,nago,26.5881,127.9761,27.47,92,100,5.01,JP,1627220175
383,medicine hat,50.0501,-110.6683,15.76,58,1,1.03,CA,1627220093
384,cherskiy,68.75,161.3,4.59,79,4,3.87,RU,1627220177
385,santa maria,-29.6842,-53.8069,25.61,36,0,9.26,BR,1627219949
386,north bend,43.4065,-124.2243,14.4,94,90,3.09,US,1627220178
387,el alto,-4.2714,-81.2147,18.81,75,78,3.27,PE,1627220179
388,geraldton,-28.7667,114.6,10.23,93,0,3.6,AU,1627220180
389,souillac,-20.5167,57.5167,23.21,64,40,5.14,MU,1627220182
390,la ronge,55.1001,-105.2842,14.14,88,40,3.09,CA,1627220182
391,namibe,-15.1961,12.1522,24.79,45,0,4.0,AO,1627220183
392,westport,41.1415,-73.3579,22.01,84,90,6.26,US,1627220184
393,juiz de fora,-21.7642,-43.3503,19.17,75,0,1.34,BR,1627220185
394,lagos,6.5833,3.75,30.18,58,43,4.32,NG,1627219658
395,half moon bay,37.4636,-122.4286,16.27,89,90,0.89,US,1627220186
396,nelson bay,-32.7167,152.15,12.64,56,0,0.89,AU,1627220187
397,tuatapere,-46.1333,167.6833,8.71,88,100,2.29,NZ,1627220188
398,grindavik,63.8424,-22.4338,11.42,87,75,12.35,IS,1627220188
399,xining,36.6167,101.7667,15.02,92,100,1.39,CN,1627220189
400,kieta,-6.2167,155.6333,25.76,83,98,0.77,PG,1627220190
401,kalabo,-14.97,22.6814,26.34,18,0,5.08,ZM,1627220191
402,sambava,-14.2667,50.1667,21.53,82,98,7.37,MG,1627220191
403,wawa,9.9022,4.4192,30.02,54,98,2.35,NG,1627220192
404,manama,26.2154,50.5832,39.1,53,1,3.09,BH,1627220193
405,labuan,5.2767,115.2417,29.2,84,20,1.03,MY,1627220194
406,wexford,52.3342,-6.4575,26.48,70,14,3.62,IE,1627220195
407,kyren,51.6828,102.1408,17.35,74,76,0.6,RU,1627220195
408,boquira,-12.8231,-42.7306,25.4,42,21,3.07,BR,1627220196
409,bathsheba,13.2167,-59.5167,29.34,79,40,3.6,BB,1627220197
410,ogbomosho,8.133,4.25,31.1,60,96,3.21,NG,1627220198
411,longyearbyen,78.2186,15.6401,6.91,81,75,3.09,SJ,1627220198
412,diu,20.7141,70.9822,25.9,90,100,8.02,IN,1627220199
413,shebalino,51.2917,85.6772,16.75,89,34,1.81,RU,1627220200
414,kalat,29.0225,66.5916,30.74,23,77,4.88,PK,1627220201
415,hare bay,48.8499,-54.0148,15.78,63,75,0.11,CA,1627220202
416,kirkuk,35.4681,44.3922,43.72,10,0,4.23,IQ,1627220134
417,tabou,4.423,-7.3528,26.05,67,91,2.94,CI,1627220203
418,ahipara,-35.1667,173.1667,14.66,95,100,7.44,NZ,1627220204
419,byron bay,-28.65,153.6167,12.15,59,1,4.87,AU,1627220205
420,isangel,-19.55,169.2667,24.19,86,65,1.79,VU,1627220205
421,saint-joseph,-21.3667,55.6167,22.21,74,20,5.64,RE,1627220027
422,susuman,62.7833,148.1667,12.7,97,100,1.88,RU,1627220207
423,plattling,48.7833,12.8667,29.16,55,100,1.37,DE,1627220208
424,arenapolis,-14.4503,-56.8461,32.08,26,0,3.47,BR,1627220208
425,tocopilla,-22.092,-70.1979,17.26,67,100,4.23,CL,1627220209
426,arroyo,41.6096,-4.7969,27.3,36,0,2.06,ES,1627220210
427,hastings,50.8552,0.5729,21.1,83,54,1.44,GB,1627220194
428,okhotsk,59.3833,143.3,13.3,97,100,3.48,RU,1627220211
429,maniitsoq,65.4167,-52.9,7.43,65,100,4.13,GL,1627220212
430,meulaboh,4.1363,96.1285,26.92,80,95,0.28,ID,1627220002
431,cartagena del chaira,1.3349,-74.8429,25.07,76,97,0.21,CO,1627220115
432,macau,22.2006,113.5461,31.1,84,20,4.63,MO,1627220215
433,svodin,47.9105,18.4997,33.77,30,34,4.35,SK,1627220215
434,victoria,22.2855,114.1577,31.23,80,6,2.68,HK,1627220023
435,dong xoai,11.5333,106.9167,23.66,96,28,1.19,VN,1627220217
436,zaysan,47.4667,84.8667,25.43,35,16,3.86,KZ,1627220217
437,sioux lookout,50.1001,-91.917,19.21,72,75,2.57,CA,1627220218
438,waipawa,-41.4122,175.5153,12.24,82,100,4.28,NZ,1627220219
439,vila do maio,15.1333,-23.2167,28.44,72,100,2.89,CV,1627220220
440,brae,60.3964,-1.353,15.95,70,69,0.84,GB,1627220221
441,russkiy aktash,55.0384,52.1214,20.64,36,10,3.57,RU,1627220221
442,kokstad,-30.5472,29.4241,14.9,18,0,1.75,ZA,1627220222
443,lucapa,-8.4192,20.7447,31.09,19,0,3.36,AO,1627220225
444,birjand,32.8663,59.2211,35.26,5,0,10.29,IR,1627220226
445,ingham,42.6,-84.3833,24.86,92,1,3.09,US,1627220226
446,henties bay,-22.116,14.2845,22.76,34,0,4.59,NA,1627220227
447,tilichiki,60.4667,166.1,11.56,98,100,2.01,RU,1627220228
448,doha,25.2867,51.5333,40.17,65,18,5.14,QA,1627220229
449,makakilo city,21.3469,-158.0858,25.18,80,75,0.0,US,1627220230
450,lorengau,-2.0226,147.2712,26.59,82,8,3.76,PG,1627220231
451,anan,33.9167,134.65,26.88,81,74,3.65,JP,1627220232
452,synya,65.3718,58.0387,9.38,92,100,3.81,RU,1627220233
453,thanatpin,17.2119,96.3033,26.1,87,88,3.36,MM,1627220233
454,altagracia de orituco,9.8601,-66.3814,25.58,80,100,1.57,VE,1627220234
455,anqing,30.5092,117.0506,26.25,74,100,5.66,CN,1627220235
456,nome,64.5011,-165.4064,9.04,87,90,4.63,US,1627220236
457,lahaina,20.8783,-156.6825,25.45,95,30,4.31,US,1627220176
458,hereford,52.0568,-2.7148,23.69,61,100,3.07,GB,1627220185
459,san ramon de la nueva oran,-23.1322,-64.326,25.83,33,79,1.07,AR,1627220238
460,manuk mangkaw,4.8,119.85,28.9,77,84,4.76,PH,1627220238
461,prainha,-1.8,-53.48,30.6,49,91,2.13,BR,1627220239
462,pacific grove,36.6177,-121.9166,14.12,93,90,0.45,US,1627219984
463,tam ky,15.5667,108.4833,29.99,68,100,2.97,VN,1627220240
464,atasu,48.6814,71.6433,30.54,29,37,6.39,KZ,1627220241
465,seshcha,53.7361,33.3387,24.05,52,55,3.44,RU,1627220242
466,norilsk,69.3535,88.2027,12.09,93,100,1.68,RU,1627220243
467,los teques,10.3445,-67.0433,24.1,78,100,1.18,VE,1627220244
468,san cristobal,7.7669,-72.225,19.1,91,100,1.68,VE,1627220036
469,san ramon,37.7799,-121.978,16.27,86,1,2.24,US,1627220030
470,horta,38.5333,-28.6333,22.8,78,40,1.54,PT,1627220245
471,poum,-20.2333,164.0167,22.59,76,7,6.71,NC,1627220246
472,sawtell,-30.3833,153.1,10.18,84,0,1.54,AU,1627220247
473,seoul,37.5683,126.9778,29.78,64,0,2.06,KR,1627220248
474,plettenberg bay,-34.0527,23.3716,19.02,36,38,2.06,ZA,1627220248
475,oranjestad,12.524,-70.027,29.97,74,40,9.77,AW,1627220249
476,belmonte,-15.8631,-38.8828,25.28,57,21,4.7,BR,1627220250
477,bundaberg,-24.85,152.35,13.16,52,89,0.45,AU,1627220015
478,samarinda,-0.5,117.15,24.34,89,46,1.77,ID,1627220251
479,zhezkazgan,47.8043,67.7144,34.72,21,0,6.72,KZ,1627220252
480,abonnema,4.7084,6.7931,31.67,41,100,4.56,NG,1627220253
481,narok,-1.0783,35.8601,21.3,45,77,2.47,KE,1627220254
482,muravlenko,63.7898,74.523,16.68,79,100,3.57,RU,1627220255
483,necochea,-38.5473,-58.7368,11.68,91,100,5.04,AR,1627220256
484,talcahuano,-36.7167,-73.1167,11.82,94,75,4.12,CL,1627220257
485,san-pedro,4.7485,-6.6363,26.53,66,100,3.32,CI,1627220258
486,bismarck,46.8083,-100.7837,21.01,68,1,1.54,US,1627220260
487,pinotepa de don luis,16.4167,-97.9167,24.09,78,100,1.04,MX,1627220261
488,mizan teferi,6.9833,35.5833,15.26,99,100,0.92,ET,1627220262
489,bonfim,3.0833,-59.95,28.93,67,65,1.53,BR,1627220262
490,oga,46.4631,10.347,16.56,56,83,3.5,IT,1627220263
491,bouca,6.5105,18.2733,29.72,57,100,2.02,CF,1627220265
492,bolobo,-2.1667,16.2333,34.99,24,11,1.93,CD,1627220266
493,nuuk,64.1835,-51.7216,8.34,76,75,1.03,GL,1627220266
494,baylo,7.8539,126.0581,24.74,89,94,0.06,PH,1627220267
495,fuxin,42.0156,121.6589,24.94,72,92,3.17,CN,1627220268
496,chernaya kholunitsa,58.8511,51.7154,14.56,56,100,2.24,RU,1627220269
497,havelock,34.8791,-76.9013,28.92,76,1,0.89,US,1627220269
498,traverse city,44.7631,-85.6206,22.79,73,1,2.06,US,1627219980
499,champoton,19.35,-90.7167,26.01,70,92,1.83,MX,1627220271
500,mandalgovi,45.7625,106.2708,15.57,82,100,4.19,MN,1627220271
501,delemont,47.3649,7.3445,24.81,82,59,1.24,CH,1627220272
502,chauk,20.8833,94.8167,29.71,64,100,5.23,MM,1627220273
503,kambove,-10.8764,26.5969,22.34,28,1,4.27,CD,1627220274
504,tutoia,-2.7619,-42.2744,30.28,49,45,2.05,BR,1627220274
505,touros,-5.1989,-35.4608,28.5,57,34,8.36,BR,1627220275
506,babati,-4.2167,35.75,25.65,29,28,3.01,TZ,1627220276
507,graaff-reinet,-32.2522,24.5308,21.07,19,8,5.41,ZA,1627220277
508,noumea,-22.2763,166.4572,21.67,99,78,3.1,NC,1627220278
509,pilot butte,50.4668,-104.4178,12.85,79,20,1.03,CA,1627220278
510,atar,20.5169,-13.0499,42.77,15,5,3.26,MR,1627219992
511,valenca do piaui,-6.4075,-41.7456,30.87,28,4,4.74,BR,1627220280
512,natchez,31.5604,-91.4032,27.12,92,40,1.54,US,1627220280
513,denpasar,-8.65,115.2167,25.81,83,20,3.6,ID,1627220281
514,loikaw,19.6742,97.2094,21.45,96,100,1.55,MM,1627220282
515,madaoua,14.073,5.96,34.58,40,28,5.24,NE,1627220283
516,malindi,-3.2175,40.1191,27.09,61,40,10.29,KE,1627220283
517,along,28.1667,94.7667,25.59,99,100,0.18,IN,1627220284
518,bonito,-21.1211,-56.4819,28.63,30,0,5.35,BR,1627220285
519,saint anthony,45.0205,-93.218,23.87,63,1,0.45,US,1627220078
520,high prairie,55.4334,-116.4858,11.61,65,58,3.41,CA,1627220286
521,high rock,26.6208,-78.2833,27.01,74,91,6.3,BS,1627220039
522,raudeberg,61.9875,5.1352,23.78,90,29,3.9,NO,1627220288
523,kununurra,-15.7667,128.7333,18.99,63,35,0.0,AU,1627220009
524,mogadishu,2.0371,45.3438,25.05,75,20,11.17,SO,1627220289
525,mecca,21.4267,39.8261,37.94,19,3,8.66,SA,1627220290
526,viedma,-40.8135,-62.9967,8.71,50,39,2.55,AR,1627220085
527,tomatlan,19.9333,-105.25,25.86,84,84,0.76,MX,1627220291
528,lyuban,52.7985,28.0048,21.24,68,86,1.39,BY,1627220292
529,bonavista,48.6499,-53.1147,16.0,85,62,1.14,CA,1627220293
530,hirara,24.8,125.2833,28.75,89,100,7.77,JP,1627220293
531,russell,32.3502,-85.1999,27.11,83,1,0.0,US,1627220294
532,burns lake,54.2331,-125.7533,4.68,83,100,0.44,CA,1627220295
533,hakkari,37.5833,44.1667,31.88,17,20,5.14,TR,1627220068
534,marzuq,14.4,46.4667,26.28,63,44,4.78,YE,1627220296
535,villaviciosa,43.4813,-5.4357,29.11,69,98,3.16,ES,1627220297
536,padang,-0.9492,100.3543,27.03,84,27,1.82,ID,1627220298
537,matam,15.6175,-13.3303,36.13,36,14,4.69,SN,1627220299
538,la seyne-sur-mer,43.0982,5.8847,35.47,54,80,2.68,FR,1627220299
539,palu,-0.8917,119.8707,25.02,95,79,1.21,ID,1627220300
540,talmenka,53.8183,83.5677,29.69,62,43,2.03,RU,1627220301
541,tamworth,52.634,-1.6959,24.23,64,100,1.79,GB,1627220110
542,perth,-31.9333,115.8333,17.81,77,75,4.12,AU,1627220302
543,yabrud,33.9674,36.6574,31.81,20,2,4.56,SY,1627220303
544,paraiso,9.8383,-83.8656,19.42,87,100,1.41,CR,1627220304
545,veraval,20.9,70.3667,26.44,89,100,7.65,IN,1627220305
546,novyy urgal,51.0736,132.5642,20.28,89,100,0.52,RU,1627220305
547,tongren,27.7172,109.1853,24.66,87,1,1.15,CN,1627220307
